"region","hustyp","byggnadsperiod","år","Antal"
"Håbo","småhus","-1930","2013",250
"Håbo","småhus","-1930","2014",296
"Håbo","småhus","-1930","2015",244
"Håbo","småhus","-1930","2016",302
"Håbo","småhus","-1930","2017",302
"Håbo","småhus","-1930","2018",256
"Håbo","småhus","-1930","2019",262
"Håbo","småhus","-1930","2020",263
"Håbo","småhus","-1930","2021",254
"Håbo","småhus","-1930","2022",262
"Håbo","småhus","-1930","2023",257
"Håbo","småhus","-1930","2024",256
"Håbo","småhus","1931-1940","2013",71
"Håbo","småhus","1931-1940","2014",77
"Håbo","småhus","1931-1940","2015",75
"Håbo","småhus","1931-1940","2016",75
"Håbo","småhus","1931-1940","2017",71
"Håbo","småhus","1931-1940","2018",73
"Håbo","småhus","1931-1940","2019",71
"Håbo","småhus","1931-1940","2020",73
"Håbo","småhus","1931-1940","2021",69
"Håbo","småhus","1931-1940","2022",73
"Håbo","småhus","1931-1940","2023",75
"Håbo","småhus","1931-1940","2024",74
"Håbo","småhus","1941-1950","2013",109
"Håbo","småhus","1941-1950","2014",109
"Håbo","småhus","1941-1950","2015",110
"Håbo","småhus","1941-1950","2016",109
"Håbo","småhus","1941-1950","2017",108
"Håbo","småhus","1941-1950","2018",106
"Håbo","småhus","1941-1950","2019",106
"Håbo","småhus","1941-1950","2020",104
"Håbo","småhus","1941-1950","2021",102
"Håbo","småhus","1941-1950","2022",104
"Håbo","småhus","1941-1950","2023",105
"Håbo","småhus","1941-1950","2024",105
"Håbo","småhus","1951-1960","2013",154
"Håbo","småhus","1951-1960","2014",154
"Håbo","småhus","1951-1960","2015",154
"Håbo","småhus","1951-1960","2016",155
"Håbo","småhus","1951-1960","2017",156
"Håbo","småhus","1951-1960","2018",158
"Håbo","småhus","1951-1960","2019",156
"Håbo","småhus","1951-1960","2020",157
"Håbo","småhus","1951-1960","2021",158
"Håbo","småhus","1951-1960","2022",161
"Håbo","småhus","1951-1960","2023",161
"Håbo","småhus","1951-1960","2024",159
"Håbo","småhus","1961-1970","2013",775
"Håbo","småhus","1961-1970","2014",782
"Håbo","småhus","1961-1970","2015",792
"Håbo","småhus","1961-1970","2016",795
"Håbo","småhus","1961-1970","2017",801
"Håbo","småhus","1961-1970","2018",804
"Håbo","småhus","1961-1970","2019",805
"Håbo","småhus","1961-1970","2020",806
"Håbo","småhus","1961-1970","2021",808
"Håbo","småhus","1961-1970","2022",816
"Håbo","småhus","1961-1970","2023",810
"Håbo","småhus","1961-1970","2024",803
"Håbo","småhus","1971-1980","2013",2435
"Håbo","småhus","1971-1980","2014",2436
"Håbo","småhus","1971-1980","2015",2430
"Håbo","småhus","1971-1980","2016",2446
"Håbo","småhus","1971-1980","2017",2443
"Håbo","småhus","1971-1980","2018",2451
"Håbo","småhus","1971-1980","2019",2444
"Håbo","småhus","1971-1980","2020",2455
"Håbo","småhus","1971-1980","2021",2448
"Håbo","småhus","1971-1980","2022",2455
"Håbo","småhus","1971-1980","2023",2446
"Håbo","småhus","1971-1980","2024",2431
"Håbo","småhus","1981-1990","2013",835
"Håbo","småhus","1981-1990","2014",775
"Håbo","småhus","1981-1990","2015",831
"Håbo","småhus","1981-1990","2016",778
"Håbo","småhus","1981-1990","2017",789
"Håbo","småhus","1981-1990","2018",837
"Håbo","småhus","1981-1990","2019",835
"Håbo","småhus","1981-1990","2020",839
"Håbo","småhus","1981-1990","2021",837
"Håbo","småhus","1981-1990","2022",840
"Håbo","småhus","1981-1990","2023",842
"Håbo","småhus","1981-1990","2024",843
"Håbo","småhus","1991-2000","2013",503
"Håbo","småhus","1991-2000","2014",512
"Håbo","småhus","1991-2000","2015",514
"Håbo","småhus","1991-2000","2016",545
"Håbo","småhus","1991-2000","2017",558
"Håbo","småhus","1991-2000","2018",561
"Håbo","småhus","1991-2000","2019",562
"Håbo","småhus","1991-2000","2020",563
"Håbo","småhus","1991-2000","2021",563
"Håbo","småhus","1991-2000","2022",567
"Håbo","småhus","1991-2000","2023",564
"Håbo","småhus","1991-2000","2024",564
"Håbo","småhus","2001-2010","2013",491
"Håbo","småhus","2001-2010","2014",489
"Håbo","småhus","2001-2010","2015",490
"Håbo","småhus","2001-2010","2016",495
"Håbo","småhus","2001-2010","2017",499
"Håbo","småhus","2001-2010","2018",498
"Håbo","småhus","2001-2010","2019",501
"Håbo","småhus","2001-2010","2020",502
"Håbo","småhus","2001-2010","2021",504
"Håbo","småhus","2001-2010","2022",505
"Håbo","småhus","2001-2010","2023",504
"Håbo","småhus","2001-2010","2024",504
"Håbo","småhus","2011-2020","2013",68
"Håbo","småhus","2011-2020","2014",90
"Håbo","småhus","2011-2020","2015",125
"Håbo","småhus","2011-2020","2016",179
"Håbo","småhus","2011-2020","2017",266
"Håbo","småhus","2011-2020","2018",358
"Håbo","småhus","2011-2020","2019",410
"Håbo","småhus","2011-2020","2020",424
"Håbo","småhus","2011-2020","2021",463
"Håbo","småhus","2011-2020","2022",461
"Håbo","småhus","2011-2020","2023",466
"Håbo","småhus","2011-2020","2024",462
"Håbo","småhus","2021-","2013",0
"Håbo","småhus","2021-","2014",0
"Håbo","småhus","2021-","2015",0
"Håbo","småhus","2021-","2016",0
"Håbo","småhus","2021-","2017",0
"Håbo","småhus","2021-","2018",0
"Håbo","småhus","2021-","2019",0
"Håbo","småhus","2021-","2020",0
"Håbo","småhus","2021-","2021",46
"Håbo","småhus","2021-","2022",56
"Håbo","småhus","2021-","2023",66
"Håbo","småhus","2021-","2024",92
"Håbo","småhus","uppgift saknas","2013",17
"Håbo","småhus","uppgift saknas","2014",3
"Håbo","småhus","uppgift saknas","2015",1
"Håbo","småhus","uppgift saknas","2016",15
"Håbo","småhus","uppgift saknas","2017",12
"Håbo","småhus","uppgift saknas","2018",10
"Håbo","småhus","uppgift saknas","2019",10
"Håbo","småhus","uppgift saknas","2020",8
"Håbo","småhus","uppgift saknas","2021",10
"Håbo","småhus","uppgift saknas","2022",11
"Håbo","småhus","uppgift saknas","2023",8
"Håbo","småhus","uppgift saknas","2024",7
"Håbo","flerbostadshus","-1930","2013",4
"Håbo","flerbostadshus","-1930","2014",4
"Håbo","flerbostadshus","-1930","2015",4
"Håbo","flerbostadshus","-1930","2016",4
"Håbo","flerbostadshus","-1930","2017",4
"Håbo","flerbostadshus","-1930","2018",4
"Håbo","flerbostadshus","-1930","2019",4
"Håbo","flerbostadshus","-1930","2020",4
"Håbo","flerbostadshus","-1930","2021",4
"Håbo","flerbostadshus","-1930","2022",4
"Håbo","flerbostadshus","-1930","2023",4
"Håbo","flerbostadshus","-1930","2024",4
"Håbo","flerbostadshus","1931-1940","2013",10
"Håbo","flerbostadshus","1931-1940","2014",10
"Håbo","flerbostadshus","1931-1940","2015",10
"Håbo","flerbostadshus","1931-1940","2016",10
"Håbo","flerbostadshus","1931-1940","2017",10
"Håbo","flerbostadshus","1931-1940","2018",10
"Håbo","flerbostadshus","1931-1940","2019",10
"Håbo","flerbostadshus","1931-1940","2020",10
"Håbo","flerbostadshus","1931-1940","2021",10
"Håbo","flerbostadshus","1931-1940","2022",10
"Håbo","flerbostadshus","1931-1940","2023",10
"Håbo","flerbostadshus","1931-1940","2024",10
"Håbo","flerbostadshus","1941-1950","2013",0
"Håbo","flerbostadshus","1941-1950","2014",0
"Håbo","flerbostadshus","1941-1950","2015",0
"Håbo","flerbostadshus","1941-1950","2016",0
"Håbo","flerbostadshus","1941-1950","2017",0
"Håbo","flerbostadshus","1941-1950","2018",0
"Håbo","flerbostadshus","1941-1950","2019",0
"Håbo","flerbostadshus","1941-1950","2020",0
"Håbo","flerbostadshus","1941-1950","2021",0
"Håbo","flerbostadshus","1941-1950","2022",0
"Håbo","flerbostadshus","1941-1950","2023",0
"Håbo","flerbostadshus","1941-1950","2024",0
"Håbo","flerbostadshus","1951-1960","2013",79
"Håbo","flerbostadshus","1951-1960","2014",79
"Håbo","flerbostadshus","1951-1960","2015",79
"Håbo","flerbostadshus","1951-1960","2016",79
"Håbo","flerbostadshus","1951-1960","2017",79
"Håbo","flerbostadshus","1951-1960","2018",79
"Håbo","flerbostadshus","1951-1960","2019",79
"Håbo","flerbostadshus","1951-1960","2020",79
"Håbo","flerbostadshus","1951-1960","2021",79
"Håbo","flerbostadshus","1951-1960","2022",79
"Håbo","flerbostadshus","1951-1960","2023",79
"Håbo","flerbostadshus","1951-1960","2024",79
"Håbo","flerbostadshus","1961-1970","2013",803
"Håbo","flerbostadshus","1961-1970","2014",803
"Håbo","flerbostadshus","1961-1970","2015",804
"Håbo","flerbostadshus","1961-1970","2016",804
"Håbo","flerbostadshus","1961-1970","2017",804
"Håbo","flerbostadshus","1961-1970","2018",804
"Håbo","flerbostadshus","1961-1970","2019",804
"Håbo","flerbostadshus","1961-1970","2020",804
"Håbo","flerbostadshus","1961-1970","2021",804
"Håbo","flerbostadshus","1961-1970","2022",817
"Håbo","flerbostadshus","1961-1970","2023",817
"Håbo","flerbostadshus","1961-1970","2024",817
"Håbo","flerbostadshus","1971-1980","2013",0
"Håbo","flerbostadshus","1971-1980","2014",0
"Håbo","flerbostadshus","1971-1980","2015",0
"Håbo","flerbostadshus","1971-1980","2016",0
"Håbo","flerbostadshus","1971-1980","2017",0
"Håbo","flerbostadshus","1971-1980","2018",0
"Håbo","flerbostadshus","1971-1980","2019",0
"Håbo","flerbostadshus","1971-1980","2020",0
"Håbo","flerbostadshus","1971-1980","2021",0
"Håbo","flerbostadshus","1971-1980","2022",0
"Håbo","flerbostadshus","1971-1980","2023",0
"Håbo","flerbostadshus","1971-1980","2024",0
"Håbo","flerbostadshus","1981-1990","2013",442
"Håbo","flerbostadshus","1981-1990","2014",442
"Håbo","flerbostadshus","1981-1990","2015",442
"Håbo","flerbostadshus","1981-1990","2016",442
"Håbo","flerbostadshus","1981-1990","2017",442
"Håbo","flerbostadshus","1981-1990","2018",442
"Håbo","flerbostadshus","1981-1990","2019",442
"Håbo","flerbostadshus","1981-1990","2020",442
"Håbo","flerbostadshus","1981-1990","2021",442
"Håbo","flerbostadshus","1981-1990","2022",442
"Håbo","flerbostadshus","1981-1990","2023",442
"Håbo","flerbostadshus","1981-1990","2024",442
"Håbo","flerbostadshus","1991-2000","2013",399
"Håbo","flerbostadshus","1991-2000","2014",398
"Håbo","flerbostadshus","1991-2000","2015",398
"Håbo","flerbostadshus","1991-2000","2016",398
"Håbo","flerbostadshus","1991-2000","2017",398
"Håbo","flerbostadshus","1991-2000","2018",398
"Håbo","flerbostadshus","1991-2000","2019",398
"Håbo","flerbostadshus","1991-2000","2020",398
"Håbo","flerbostadshus","1991-2000","2021",398
"Håbo","flerbostadshus","1991-2000","2022",398
"Håbo","flerbostadshus","1991-2000","2023",398
"Håbo","flerbostadshus","1991-2000","2024",398
"Håbo","flerbostadshus","2001-2010","2013",332
"Håbo","flerbostadshus","2001-2010","2014",333
"Håbo","flerbostadshus","2001-2010","2015",333
"Håbo","flerbostadshus","2001-2010","2016",333
"Håbo","flerbostadshus","2001-2010","2017",333
"Håbo","flerbostadshus","2001-2010","2018",333
"Håbo","flerbostadshus","2001-2010","2019",376
"Håbo","flerbostadshus","2001-2010","2020",376
"Håbo","flerbostadshus","2001-2010","2021",376
"Håbo","flerbostadshus","2001-2010","2022",376
"Håbo","flerbostadshus","2001-2010","2023",376
"Håbo","flerbostadshus","2001-2010","2024",376
"Håbo","flerbostadshus","2011-2020","2013",44
"Håbo","flerbostadshus","2011-2020","2014",50
"Håbo","flerbostadshus","2011-2020","2015",50
"Håbo","flerbostadshus","2011-2020","2016",98
"Håbo","flerbostadshus","2011-2020","2017",160
"Håbo","flerbostadshus","2011-2020","2018",223
"Håbo","flerbostadshus","2011-2020","2019",427
"Håbo","flerbostadshus","2011-2020","2020",445
"Håbo","flerbostadshus","2011-2020","2021",445
"Håbo","flerbostadshus","2011-2020","2022",445
"Håbo","flerbostadshus","2011-2020","2023",456
"Håbo","flerbostadshus","2011-2020","2024",456
"Håbo","flerbostadshus","2021-","2013",0
"Håbo","flerbostadshus","2021-","2014",0
"Håbo","flerbostadshus","2021-","2015",0
"Håbo","flerbostadshus","2021-","2016",0
"Håbo","flerbostadshus","2021-","2017",0
"Håbo","flerbostadshus","2021-","2018",0
"Håbo","flerbostadshus","2021-","2019",0
"Håbo","flerbostadshus","2021-","2020",0
"Håbo","flerbostadshus","2021-","2021",168
"Håbo","flerbostadshus","2021-","2022",342
"Håbo","flerbostadshus","2021-","2023",517
"Håbo","flerbostadshus","2021-","2024",578
"Håbo","flerbostadshus","uppgift saknas","2013",0
"Håbo","flerbostadshus","uppgift saknas","2014",1
"Håbo","flerbostadshus","uppgift saknas","2015",0
"Håbo","flerbostadshus","uppgift saknas","2016",63
"Håbo","flerbostadshus","uppgift saknas","2017",1
"Håbo","flerbostadshus","uppgift saknas","2018",1
"Håbo","flerbostadshus","uppgift saknas","2019",1
"Håbo","flerbostadshus","uppgift saknas","2020",1
"Håbo","flerbostadshus","uppgift saknas","2021",1
"Håbo","flerbostadshus","uppgift saknas","2022",1
"Håbo","flerbostadshus","uppgift saknas","2023",1
"Håbo","flerbostadshus","uppgift saknas","2024",72
"Håbo","övriga hus","-1930","2013",3
"Håbo","övriga hus","-1930","2014",3
"Håbo","övriga hus","-1930","2015",3
"Håbo","övriga hus","-1930","2016",3
"Håbo","övriga hus","-1930","2017",6
"Håbo","övriga hus","-1930","2018",6
"Håbo","övriga hus","-1930","2019",6
"Håbo","övriga hus","-1930","2020",6
"Håbo","övriga hus","-1930","2021",6
"Håbo","övriga hus","-1930","2022",6
"Håbo","övriga hus","-1930","2023",6
"Håbo","övriga hus","-1930","2024",7
"Håbo","övriga hus","1931-1940","2013",3
"Håbo","övriga hus","1931-1940","2014",10
"Håbo","övriga hus","1931-1940","2015",14
"Håbo","övriga hus","1931-1940","2016",7
"Håbo","övriga hus","1931-1940","2017",7
"Håbo","övriga hus","1931-1940","2018",14
"Håbo","övriga hus","1931-1940","2019",14
"Håbo","övriga hus","1931-1940","2020",9
"Håbo","övriga hus","1931-1940","2021",9
"Håbo","övriga hus","1931-1940","2022",9
"Håbo","övriga hus","1931-1940","2023",9
"Håbo","övriga hus","1931-1940","2024",9
"Håbo","övriga hus","1941-1950","2013",0
"Håbo","övriga hus","1941-1950","2014",0
"Håbo","övriga hus","1941-1950","2015",0
"Håbo","övriga hus","1941-1950","2016",0
"Håbo","övriga hus","1941-1950","2017",0
"Håbo","övriga hus","1941-1950","2018",0
"Håbo","övriga hus","1941-1950","2019",0
"Håbo","övriga hus","1941-1950","2020",0
"Håbo","övriga hus","1941-1950","2021",0
"Håbo","övriga hus","1941-1950","2022",0
"Håbo","övriga hus","1941-1950","2023",0
"Håbo","övriga hus","1941-1950","2024",0
"Håbo","övriga hus","1951-1960","2013",3
"Håbo","övriga hus","1951-1960","2014",3
"Håbo","övriga hus","1951-1960","2015",3
"Håbo","övriga hus","1951-1960","2016",3
"Håbo","övriga hus","1951-1960","2017",3
"Håbo","övriga hus","1951-1960","2018",3
"Håbo","övriga hus","1951-1960","2019",3
"Håbo","övriga hus","1951-1960","2020",3
"Håbo","övriga hus","1951-1960","2021",3
"Håbo","övriga hus","1951-1960","2022",3
"Håbo","övriga hus","1951-1960","2023",3
"Håbo","övriga hus","1951-1960","2024",3
"Håbo","övriga hus","1961-1970","2013",14
"Håbo","övriga hus","1961-1970","2014",14
"Håbo","övriga hus","1961-1970","2015",14
"Håbo","övriga hus","1961-1970","2016",13
"Håbo","övriga hus","1961-1970","2017",13
"Håbo","övriga hus","1961-1970","2018",13
"Håbo","övriga hus","1961-1970","2019",13
"Håbo","övriga hus","1961-1970","2020",13
"Håbo","övriga hus","1961-1970","2021",13
"Håbo","övriga hus","1961-1970","2022",2
"Håbo","övriga hus","1961-1970","2023",1
"Håbo","övriga hus","1961-1970","2024",1
"Håbo","övriga hus","1971-1980","2013",0
"Håbo","övriga hus","1971-1980","2014",0
"Håbo","övriga hus","1971-1980","2015",0
"Håbo","övriga hus","1971-1980","2016",0
"Håbo","övriga hus","1971-1980","2017",0
"Håbo","övriga hus","1971-1980","2018",0
"Håbo","övriga hus","1971-1980","2019",0
"Håbo","övriga hus","1971-1980","2020",0
"Håbo","övriga hus","1971-1980","2021",0
"Håbo","övriga hus","1971-1980","2022",0
"Håbo","övriga hus","1971-1980","2023",0
"Håbo","övriga hus","1971-1980","2024",0
"Håbo","övriga hus","1981-1990","2013",8
"Håbo","övriga hus","1981-1990","2014",8
"Håbo","övriga hus","1981-1990","2015",8
"Håbo","övriga hus","1981-1990","2016",8
"Håbo","övriga hus","1981-1990","2017",8
"Håbo","övriga hus","1981-1990","2018",8
"Håbo","övriga hus","1981-1990","2019",8
"Håbo","övriga hus","1981-1990","2020",13
"Håbo","övriga hus","1981-1990","2021",7
"Håbo","övriga hus","1981-1990","2022",7
"Håbo","övriga hus","1981-1990","2023",7
"Håbo","övriga hus","1981-1990","2024",7
"Håbo","övriga hus","1991-2000","2013",3
"Håbo","övriga hus","1991-2000","2014",3
"Håbo","övriga hus","1991-2000","2015",3
"Håbo","övriga hus","1991-2000","2016",3
"Håbo","övriga hus","1991-2000","2017",3
"Håbo","övriga hus","1991-2000","2018",2
"Håbo","övriga hus","1991-2000","2019",6
"Håbo","övriga hus","1991-2000","2020",6
"Håbo","övriga hus","1991-2000","2021",6
"Håbo","övriga hus","1991-2000","2022",6
"Håbo","övriga hus","1991-2000","2023",6
"Håbo","övriga hus","1991-2000","2024",6
"Håbo","övriga hus","2001-2010","2013",18
"Håbo","övriga hus","2001-2010","2014",19
"Håbo","övriga hus","2001-2010","2015",19
"Håbo","övriga hus","2001-2010","2016",19
"Håbo","övriga hus","2001-2010","2017",1
"Håbo","övriga hus","2001-2010","2018",1
"Håbo","övriga hus","2001-2010","2019",19
"Håbo","övriga hus","2001-2010","2020",19
"Håbo","övriga hus","2001-2010","2021",19
"Håbo","övriga hus","2001-2010","2022",19
"Håbo","övriga hus","2001-2010","2023",19
"Håbo","övriga hus","2001-2010","2024",19
"Håbo","övriga hus","2011-2020","2013",0
"Håbo","övriga hus","2011-2020","2014",0
"Håbo","övriga hus","2011-2020","2015",0
"Håbo","övriga hus","2011-2020","2016",1
"Håbo","övriga hus","2011-2020","2017",19
"Håbo","övriga hus","2011-2020","2018",19
"Håbo","övriga hus","2011-2020","2019",1
"Håbo","övriga hus","2011-2020","2020",1
"Håbo","övriga hus","2011-2020","2021",1
"Håbo","övriga hus","2011-2020","2022",1
"Håbo","övriga hus","2011-2020","2023",1
"Håbo","övriga hus","2011-2020","2024",1
"Håbo","övriga hus","2021-","2013",0
"Håbo","övriga hus","2021-","2014",0
"Håbo","övriga hus","2021-","2015",0
"Håbo","övriga hus","2021-","2016",0
"Håbo","övriga hus","2021-","2017",0
"Håbo","övriga hus","2021-","2018",0
"Håbo","övriga hus","2021-","2019",0
"Håbo","övriga hus","2021-","2020",0
"Håbo","övriga hus","2021-","2021",0
"Håbo","övriga hus","2021-","2022",0
"Håbo","övriga hus","2021-","2023",0
"Håbo","övriga hus","2021-","2024",0
"Håbo","övriga hus","uppgift saknas","2013",10
"Håbo","övriga hus","uppgift saknas","2014",3
"Håbo","övriga hus","uppgift saknas","2015",3
"Håbo","övriga hus","uppgift saknas","2016",10
"Håbo","övriga hus","uppgift saknas","2017",10
"Håbo","övriga hus","uppgift saknas","2018",3
"Håbo","övriga hus","uppgift saknas","2019",3
"Håbo","övriga hus","uppgift saknas","2020",3
"Håbo","övriga hus","uppgift saknas","2021",3
"Håbo","övriga hus","uppgift saknas","2022",3
"Håbo","övriga hus","uppgift saknas","2023",3
"Håbo","övriga hus","uppgift saknas","2024",3
"Älvkarleby","småhus","-1930","2013",586
"Älvkarleby","småhus","-1930","2014",590
"Älvkarleby","småhus","-1930","2015",595
"Älvkarleby","småhus","-1930","2016",591
"Älvkarleby","småhus","-1930","2017",597
"Älvkarleby","småhus","-1930","2018",601
"Älvkarleby","småhus","-1930","2019",604
"Älvkarleby","småhus","-1930","2020",614
"Älvkarleby","småhus","-1930","2021",611
"Älvkarleby","småhus","-1930","2022",614
"Älvkarleby","småhus","-1930","2023",621
"Älvkarleby","småhus","-1930","2024",615
"Älvkarleby","småhus","1931-1940","2013",272
"Älvkarleby","småhus","1931-1940","2014",265
"Älvkarleby","småhus","1931-1940","2015",264
"Älvkarleby","småhus","1931-1940","2016",266
"Älvkarleby","småhus","1931-1940","2017",276
"Älvkarleby","småhus","1931-1940","2018",276
"Älvkarleby","småhus","1931-1940","2019",276
"Älvkarleby","småhus","1931-1940","2020",271
"Älvkarleby","småhus","1931-1940","2021",272
"Älvkarleby","småhus","1931-1940","2022",273
"Älvkarleby","småhus","1931-1940","2023",273
"Älvkarleby","småhus","1931-1940","2024",267
"Älvkarleby","småhus","1941-1950","2013",270
"Älvkarleby","småhus","1941-1950","2014",270
"Älvkarleby","småhus","1941-1950","2015",274
"Älvkarleby","småhus","1941-1950","2016",275
"Älvkarleby","småhus","1941-1950","2017",277
"Älvkarleby","småhus","1941-1950","2018",273
"Älvkarleby","småhus","1941-1950","2019",277
"Älvkarleby","småhus","1941-1950","2020",284
"Älvkarleby","småhus","1941-1950","2021",285
"Älvkarleby","småhus","1941-1950","2022",286
"Älvkarleby","småhus","1941-1950","2023",291
"Älvkarleby","småhus","1941-1950","2024",291
"Älvkarleby","småhus","1951-1960","2013",387
"Älvkarleby","småhus","1951-1960","2014",385
"Älvkarleby","småhus","1951-1960","2015",396
"Älvkarleby","småhus","1951-1960","2016",394
"Älvkarleby","småhus","1951-1960","2017",392
"Älvkarleby","småhus","1951-1960","2018",393
"Älvkarleby","småhus","1951-1960","2019",391
"Älvkarleby","småhus","1951-1960","2020",392
"Älvkarleby","småhus","1951-1960","2021",396
"Älvkarleby","småhus","1951-1960","2022",390
"Älvkarleby","småhus","1951-1960","2023",388
"Älvkarleby","småhus","1951-1960","2024",387
"Älvkarleby","småhus","1961-1970","2013",404
"Älvkarleby","småhus","1961-1970","2014",406
"Älvkarleby","småhus","1961-1970","2015",408
"Älvkarleby","småhus","1961-1970","2016",412
"Älvkarleby","småhus","1961-1970","2017",409
"Älvkarleby","småhus","1961-1970","2018",411
"Älvkarleby","småhus","1961-1970","2019",406
"Älvkarleby","småhus","1961-1970","2020",404
"Älvkarleby","småhus","1961-1970","2021",405
"Älvkarleby","småhus","1961-1970","2022",407
"Älvkarleby","småhus","1961-1970","2023",405
"Älvkarleby","småhus","1961-1970","2024",404
"Älvkarleby","småhus","1971-1980","2013",577
"Älvkarleby","småhus","1971-1980","2014",576
"Älvkarleby","småhus","1971-1980","2015",573
"Älvkarleby","småhus","1971-1980","2016",574
"Älvkarleby","småhus","1971-1980","2017",579
"Älvkarleby","småhus","1971-1980","2018",572
"Älvkarleby","småhus","1971-1980","2019",580
"Älvkarleby","småhus","1971-1980","2020",574
"Älvkarleby","småhus","1971-1980","2021",575
"Älvkarleby","småhus","1971-1980","2022",575
"Älvkarleby","småhus","1971-1980","2023",567
"Älvkarleby","småhus","1971-1980","2024",565
"Älvkarleby","småhus","1981-1990","2013",196
"Älvkarleby","småhus","1981-1990","2014",221
"Älvkarleby","småhus","1981-1990","2015",222
"Älvkarleby","småhus","1981-1990","2016",211
"Älvkarleby","småhus","1981-1990","2017",210
"Älvkarleby","småhus","1981-1990","2018",199
"Älvkarleby","småhus","1981-1990","2019",199
"Älvkarleby","småhus","1981-1990","2020",200
"Älvkarleby","småhus","1981-1990","2021",199
"Älvkarleby","småhus","1981-1990","2022",200
"Älvkarleby","småhus","1981-1990","2023",199
"Älvkarleby","småhus","1981-1990","2024",202
"Älvkarleby","småhus","1991-2000","2013",145
"Älvkarleby","småhus","1991-2000","2014",145
"Älvkarleby","småhus","1991-2000","2015",144
"Älvkarleby","småhus","1991-2000","2016",145
"Älvkarleby","småhus","1991-2000","2017",145
"Älvkarleby","småhus","1991-2000","2018",146
"Älvkarleby","småhus","1991-2000","2019",146
"Älvkarleby","småhus","1991-2000","2020",145
"Älvkarleby","småhus","1991-2000","2021",145
"Älvkarleby","småhus","1991-2000","2022",144
"Älvkarleby","småhus","1991-2000","2023",145
"Älvkarleby","småhus","1991-2000","2024",145
"Älvkarleby","småhus","2001-2010","2013",71
"Älvkarleby","småhus","2001-2010","2014",75
"Älvkarleby","småhus","2001-2010","2015",75
"Älvkarleby","småhus","2001-2010","2016",84
"Älvkarleby","småhus","2001-2010","2017",83
"Älvkarleby","småhus","2001-2010","2018",122
"Älvkarleby","småhus","2001-2010","2019",127
"Älvkarleby","småhus","2001-2010","2020",127
"Älvkarleby","småhus","2001-2010","2021",130
"Älvkarleby","småhus","2001-2010","2022",131
"Älvkarleby","småhus","2001-2010","2023",130
"Älvkarleby","småhus","2001-2010","2024",131
"Älvkarleby","småhus","2011-2020","2013",12
"Älvkarleby","småhus","2011-2020","2014",11
"Älvkarleby","småhus","2011-2020","2015",11
"Älvkarleby","småhus","2011-2020","2016",16
"Älvkarleby","småhus","2011-2020","2017",20
"Älvkarleby","småhus","2011-2020","2018",21
"Älvkarleby","småhus","2011-2020","2019",24
"Älvkarleby","småhus","2011-2020","2020",29
"Älvkarleby","småhus","2011-2020","2021",36
"Älvkarleby","småhus","2011-2020","2022",36
"Älvkarleby","småhus","2011-2020","2023",39
"Älvkarleby","småhus","2011-2020","2024",37
"Älvkarleby","småhus","2021-","2013",0
"Älvkarleby","småhus","2021-","2014",0
"Älvkarleby","småhus","2021-","2015",0
"Älvkarleby","småhus","2021-","2016",0
"Älvkarleby","småhus","2021-","2017",0
"Älvkarleby","småhus","2021-","2018",0
"Älvkarleby","småhus","2021-","2019",0
"Älvkarleby","småhus","2021-","2020",0
"Älvkarleby","småhus","2021-","2021",6
"Älvkarleby","småhus","2021-","2022",25
"Älvkarleby","småhus","2021-","2023",55
"Älvkarleby","småhus","2021-","2024",68
"Älvkarleby","småhus","uppgift saknas","2013",35
"Älvkarleby","småhus","uppgift saknas","2014",3
"Älvkarleby","småhus","uppgift saknas","2015",2
"Älvkarleby","småhus","uppgift saknas","2016",36
"Älvkarleby","småhus","uppgift saknas","2017",36
"Älvkarleby","småhus","uppgift saknas","2018",6
"Älvkarleby","småhus","uppgift saknas","2019",8
"Älvkarleby","småhus","uppgift saknas","2020",9
"Älvkarleby","småhus","uppgift saknas","2021",6
"Älvkarleby","småhus","uppgift saknas","2022",5
"Älvkarleby","småhus","uppgift saknas","2023",5
"Älvkarleby","småhus","uppgift saknas","2024",3
"Älvkarleby","flerbostadshus","-1930","2013",74
"Älvkarleby","flerbostadshus","-1930","2014",74
"Älvkarleby","flerbostadshus","-1930","2015",74
"Älvkarleby","flerbostadshus","-1930","2016",74
"Älvkarleby","flerbostadshus","-1930","2017",74
"Älvkarleby","flerbostadshus","-1930","2018",74
"Älvkarleby","flerbostadshus","-1930","2019",77
"Älvkarleby","flerbostadshus","-1930","2020",77
"Älvkarleby","flerbostadshus","-1930","2021",73
"Älvkarleby","flerbostadshus","-1930","2022",70
"Älvkarleby","flerbostadshus","-1930","2023",70
"Älvkarleby","flerbostadshus","-1930","2024",70
"Älvkarleby","flerbostadshus","1931-1940","2013",13
"Älvkarleby","flerbostadshus","1931-1940","2014",13
"Älvkarleby","flerbostadshus","1931-1940","2015",13
"Älvkarleby","flerbostadshus","1931-1940","2016",13
"Älvkarleby","flerbostadshus","1931-1940","2017",13
"Älvkarleby","flerbostadshus","1931-1940","2018",13
"Älvkarleby","flerbostadshus","1931-1940","2019",13
"Älvkarleby","flerbostadshus","1931-1940","2020",13
"Älvkarleby","flerbostadshus","1931-1940","2021",13
"Älvkarleby","flerbostadshus","1931-1940","2022",13
"Älvkarleby","flerbostadshus","1931-1940","2023",13
"Älvkarleby","flerbostadshus","1931-1940","2024",13
