"region","hustyp","bostadsarea","år","Antal"
"Älvkarleby","övriga hus","161-170 kvm","2022",0
"Älvkarleby","övriga hus","161-170 kvm","2023",0
"Älvkarleby","övriga hus","161-170 kvm","2024",0
"Älvkarleby","övriga hus","171-180 kvm","2013",0
"Älvkarleby","övriga hus","171-180 kvm","2014",0
"Älvkarleby","övriga hus","171-180 kvm","2015",0
"Älvkarleby","övriga hus","171-180 kvm","2016",0
"Älvkarleby","övriga hus","171-180 kvm","2017",0
"Älvkarleby","övriga hus","171-180 kvm","2018",0
"Älvkarleby","övriga hus","171-180 kvm","2019",0
"Älvkarleby","övriga hus","171-180 kvm","2020",0
"Älvkarleby","övriga hus","171-180 kvm","2021",0
"Älvkarleby","övriga hus","171-180 kvm","2022",0
"Älvkarleby","övriga hus","171-180 kvm","2023",0
"Älvkarleby","övriga hus","171-180 kvm","2024",0
"Älvkarleby","övriga hus","181-190 kvm","2013",1
"Älvkarleby","övriga hus","181-190 kvm","2014",1
"Älvkarleby","övriga hus","181-190 kvm","2015",1
"Älvkarleby","övriga hus","181-190 kvm","2016",1
"Älvkarleby","övriga hus","181-190 kvm","2017",1
"Älvkarleby","övriga hus","181-190 kvm","2018",1
"Älvkarleby","övriga hus","181-190 kvm","2019",1
"Älvkarleby","övriga hus","181-190 kvm","2020",1
"Älvkarleby","övriga hus","181-190 kvm","2021",1
"Älvkarleby","övriga hus","181-190 kvm","2022",1
"Älvkarleby","övriga hus","181-190 kvm","2023",1
"Älvkarleby","övriga hus","181-190 kvm","2024",1
"Älvkarleby","övriga hus","191-200 kvm","2013",0
"Älvkarleby","övriga hus","191-200 kvm","2014",0
"Älvkarleby","övriga hus","191-200 kvm","2015",0
"Älvkarleby","övriga hus","191-200 kvm","2016",0
"Älvkarleby","övriga hus","191-200 kvm","2017",0
"Älvkarleby","övriga hus","191-200 kvm","2018",0
"Älvkarleby","övriga hus","191-200 kvm","2019",0
"Älvkarleby","övriga hus","191-200 kvm","2020",0
"Älvkarleby","övriga hus","191-200 kvm","2021",0
"Älvkarleby","övriga hus","191-200 kvm","2022",0
"Älvkarleby","övriga hus","191-200 kvm","2023",0
"Älvkarleby","övriga hus","191-200 kvm","2024",0
"Älvkarleby","övriga hus","> 200 kvm","2013",2
"Älvkarleby","övriga hus","> 200 kvm","2014",2
"Älvkarleby","övriga hus","> 200 kvm","2015",2
"Älvkarleby","övriga hus","> 200 kvm","2016",2
"Älvkarleby","övriga hus","> 200 kvm","2017",2
"Älvkarleby","övriga hus","> 200 kvm","2018",2
"Älvkarleby","övriga hus","> 200 kvm","2019",2
"Älvkarleby","övriga hus","> 200 kvm","2020",2
"Älvkarleby","övriga hus","> 200 kvm","2021",2
"Älvkarleby","övriga hus","> 200 kvm","2022",2
"Älvkarleby","övriga hus","> 200 kvm","2023",2
"Älvkarleby","övriga hus","> 200 kvm","2024",2
"Älvkarleby","övriga hus","uppgift saknas","2013",0
"Älvkarleby","övriga hus","uppgift saknas","2014",0
"Älvkarleby","övriga hus","uppgift saknas","2015",0
"Älvkarleby","övriga hus","uppgift saknas","2016",2
"Älvkarleby","övriga hus","uppgift saknas","2017",2
"Älvkarleby","övriga hus","uppgift saknas","2018",2
"Älvkarleby","övriga hus","uppgift saknas","2019",2
"Älvkarleby","övriga hus","uppgift saknas","2020",2
"Älvkarleby","övriga hus","uppgift saknas","2021",3
"Älvkarleby","övriga hus","uppgift saknas","2022",3
"Älvkarleby","övriga hus","uppgift saknas","2023",3
"Älvkarleby","övriga hus","uppgift saknas","2024",3
"Knivsta","småhus","< 31 kvm","2013",13
"Knivsta","småhus","< 31 kvm","2014",14
"Knivsta","småhus","< 31 kvm","2015",15
"Knivsta","småhus","< 31 kvm","2016",16
"Knivsta","småhus","< 31 kvm","2017",13
"Knivsta","småhus","< 31 kvm","2018",13
"Knivsta","småhus","< 31 kvm","2019",12
"Knivsta","småhus","< 31 kvm","2020",15
"Knivsta","småhus","< 31 kvm","2021",15
"Knivsta","småhus","< 31 kvm","2022",16
"Knivsta","småhus","< 31 kvm","2023",16
"Knivsta","småhus","< 31 kvm","2024",17
"Knivsta","småhus","31-40 kvm","2013",32
"Knivsta","småhus","31-40 kvm","2014",34
"Knivsta","småhus","31-40 kvm","2015",31
"Knivsta","småhus","31-40 kvm","2016",33
"Knivsta","småhus","31-40 kvm","2017",32
"Knivsta","småhus","31-40 kvm","2018",33
"Knivsta","småhus","31-40 kvm","2019",32
"Knivsta","småhus","31-40 kvm","2020",32
"Knivsta","småhus","31-40 kvm","2021",37
"Knivsta","småhus","31-40 kvm","2022",37
"Knivsta","småhus","31-40 kvm","2023",40
"Knivsta","småhus","31-40 kvm","2024",43
"Knivsta","småhus","41-50 kvm","2013",47
"Knivsta","småhus","41-50 kvm","2014",57
"Knivsta","småhus","41-50 kvm","2015",63
"Knivsta","småhus","41-50 kvm","2016",65
"Knivsta","småhus","41-50 kvm","2017",71
"Knivsta","småhus","41-50 kvm","2018",69
"Knivsta","småhus","41-50 kvm","2019",72
"Knivsta","småhus","41-50 kvm","2020",72
"Knivsta","småhus","41-50 kvm","2021",78
"Knivsta","småhus","41-50 kvm","2022",72
"Knivsta","småhus","41-50 kvm","2023",72
"Knivsta","småhus","41-50 kvm","2024",78
"Knivsta","småhus","51-60 kvm","2013",113
"Knivsta","småhus","51-60 kvm","2014",110
"Knivsta","småhus","51-60 kvm","2015",111
"Knivsta","småhus","51-60 kvm","2016",109
"Knivsta","småhus","51-60 kvm","2017",114
"Knivsta","småhus","51-60 kvm","2018",117
"Knivsta","småhus","51-60 kvm","2019",113
"Knivsta","småhus","51-60 kvm","2020",115
"Knivsta","småhus","51-60 kvm","2021",117
"Knivsta","småhus","51-60 kvm","2022",117
"Knivsta","småhus","51-60 kvm","2023",114
"Knivsta","småhus","51-60 kvm","2024",112
"Knivsta","småhus","61-70 kvm","2013",104
"Knivsta","småhus","61-70 kvm","2014",103
"Knivsta","småhus","61-70 kvm","2015",102
"Knivsta","småhus","61-70 kvm","2016",107
"Knivsta","småhus","61-70 kvm","2017",111
"Knivsta","småhus","61-70 kvm","2018",109
"Knivsta","småhus","61-70 kvm","2019",110
"Knivsta","småhus","61-70 kvm","2020",111
"Knivsta","småhus","61-70 kvm","2021",110
"Knivsta","småhus","61-70 kvm","2022",112
"Knivsta","småhus","61-70 kvm","2023",107
"Knivsta","småhus","61-70 kvm","2024",108
"Knivsta","småhus","71-80 kvm","2013",148
"Knivsta","småhus","71-80 kvm","2014",149
"Knivsta","småhus","71-80 kvm","2015",153
"Knivsta","småhus","71-80 kvm","2016",154
"Knivsta","småhus","71-80 kvm","2017",173
"Knivsta","småhus","71-80 kvm","2018",180
"Knivsta","småhus","71-80 kvm","2019",183
"Knivsta","småhus","71-80 kvm","2020",185
"Knivsta","småhus","71-80 kvm","2021",182
"Knivsta","småhus","71-80 kvm","2022",182
"Knivsta","småhus","71-80 kvm","2023",187
"Knivsta","småhus","71-80 kvm","2024",188
"Knivsta","småhus","81-90 kvm","2013",237
"Knivsta","småhus","81-90 kvm","2014",238
"Knivsta","småhus","81-90 kvm","2015",243
"Knivsta","småhus","81-90 kvm","2016",245
"Knivsta","småhus","81-90 kvm","2017",245
"Knivsta","småhus","81-90 kvm","2018",251
"Knivsta","småhus","81-90 kvm","2019",251
"Knivsta","småhus","81-90 kvm","2020",256
"Knivsta","småhus","81-90 kvm","2021",251
"Knivsta","småhus","81-90 kvm","2022",251
"Knivsta","småhus","81-90 kvm","2023",254
"Knivsta","småhus","81-90 kvm","2024",256
"Knivsta","småhus","91-100 kvm","2013",236
"Knivsta","småhus","91-100 kvm","2014",235
"Knivsta","småhus","91-100 kvm","2015",242
"Knivsta","småhus","91-100 kvm","2016",245
"Knivsta","småhus","91-100 kvm","2017",262
"Knivsta","småhus","91-100 kvm","2018",264
"Knivsta","småhus","91-100 kvm","2019",262
"Knivsta","småhus","91-100 kvm","2020",263
"Knivsta","småhus","91-100 kvm","2021",263
"Knivsta","småhus","91-100 kvm","2022",272
"Knivsta","småhus","91-100 kvm","2023",271
"Knivsta","småhus","91-100 kvm","2024",269
"Knivsta","småhus","101-110 kvm","2013",418
"Knivsta","småhus","101-110 kvm","2014",417
"Knivsta","småhus","101-110 kvm","2015",425
"Knivsta","småhus","101-110 kvm","2016",433
"Knivsta","småhus","101-110 kvm","2017",434
"Knivsta","småhus","101-110 kvm","2018",437
"Knivsta","småhus","101-110 kvm","2019",437
"Knivsta","småhus","101-110 kvm","2020",436
"Knivsta","småhus","101-110 kvm","2021",471
"Knivsta","småhus","101-110 kvm","2022",508
"Knivsta","småhus","101-110 kvm","2023",516
"Knivsta","småhus","101-110 kvm","2024",534
"Knivsta","småhus","111-120 kvm","2013",503
"Knivsta","småhus","111-120 kvm","2014",498
"Knivsta","småhus","111-120 kvm","2015",526
"Knivsta","småhus","111-120 kvm","2016",532
"Knivsta","småhus","111-120 kvm","2017",587
"Knivsta","småhus","111-120 kvm","2018",588
"Knivsta","småhus","111-120 kvm","2019",589
"Knivsta","småhus","111-120 kvm","2020",590
"Knivsta","småhus","111-120 kvm","2021",591
"Knivsta","småhus","111-120 kvm","2022",596
"Knivsta","småhus","111-120 kvm","2023",611
"Knivsta","småhus","111-120 kvm","2024",624
"Knivsta","småhus","121-130 kvm","2013",448
"Knivsta","småhus","121-130 kvm","2014",455
"Knivsta","småhus","121-130 kvm","2015",455
"Knivsta","småhus","121-130 kvm","2016",459
"Knivsta","småhus","121-130 kvm","2017",464
"Knivsta","småhus","121-130 kvm","2018",467
"Knivsta","småhus","121-130 kvm","2019",470
"Knivsta","småhus","121-130 kvm","2020",470
"Knivsta","småhus","121-130 kvm","2021",480
"Knivsta","småhus","121-130 kvm","2022",490
"Knivsta","småhus","121-130 kvm","2023",499
"Knivsta","småhus","121-130 kvm","2024",503
"Knivsta","småhus","131-140 kvm","2013",395
"Knivsta","småhus","131-140 kvm","2014",404
"Knivsta","småhus","131-140 kvm","2015",408
"Knivsta","småhus","131-140 kvm","2016",407
"Knivsta","småhus","131-140 kvm","2017",426
"Knivsta","småhus","131-140 kvm","2018",427
"Knivsta","småhus","131-140 kvm","2019",427
"Knivsta","småhus","131-140 kvm","2020",434
"Knivsta","småhus","131-140 kvm","2021",437
"Knivsta","småhus","131-140 kvm","2022",438
"Knivsta","småhus","131-140 kvm","2023",446
"Knivsta","småhus","131-140 kvm","2024",450
"Knivsta","småhus","141-150 kvm","2013",316
"Knivsta","småhus","141-150 kvm","2014",318
"Knivsta","småhus","141-150 kvm","2015",321
"Knivsta","småhus","141-150 kvm","2016",320
"Knivsta","småhus","141-150 kvm","2017",322
"Knivsta","småhus","141-150 kvm","2018",324
"Knivsta","småhus","141-150 kvm","2019",321
"Knivsta","småhus","141-150 kvm","2020",326
"Knivsta","småhus","141-150 kvm","2021",323
"Knivsta","småhus","141-150 kvm","2022",332
"Knivsta","småhus","141-150 kvm","2023",340
"Knivsta","småhus","141-150 kvm","2024",341
"Knivsta","småhus","151-160 kvm","2013",346
"Knivsta","småhus","151-160 kvm","2014",357
"Knivsta","småhus","151-160 kvm","2015",363
"Knivsta","småhus","151-160 kvm","2016",362
"Knivsta","småhus","151-160 kvm","2017",368
"Knivsta","småhus","151-160 kvm","2018",368
"Knivsta","småhus","151-160 kvm","2019",366
"Knivsta","småhus","151-160 kvm","2020",368
"Knivsta","småhus","151-160 kvm","2021",375
"Knivsta","småhus","151-160 kvm","2022",379
"Knivsta","småhus","151-160 kvm","2023",386
"Knivsta","småhus","151-160 kvm","2024",387
"Knivsta","småhus","161-170 kvm","2013",259
"Knivsta","småhus","161-170 kvm","2014",262
"Knivsta","småhus","161-170 kvm","2015",267
"Knivsta","småhus","161-170 kvm","2016",274
"Knivsta","småhus","161-170 kvm","2017",280
"Knivsta","småhus","161-170 kvm","2018",278
"Knivsta","småhus","161-170 kvm","2019",277
"Knivsta","småhus","161-170 kvm","2020",277
"Knivsta","småhus","161-170 kvm","2021",285
"Knivsta","småhus","161-170 kvm","2022",294
"Knivsta","småhus","161-170 kvm","2023",301
"Knivsta","småhus","161-170 kvm","2024",304
"Knivsta","småhus","171-180 kvm","2013",182
"Knivsta","småhus","171-180 kvm","2014",183
"Knivsta","småhus","171-180 kvm","2015",188
"Knivsta","småhus","171-180 kvm","2016",189
"Knivsta","småhus","171-180 kvm","2017",190
"Knivsta","småhus","171-180 kvm","2018",191
"Knivsta","småhus","171-180 kvm","2019",193
"Knivsta","småhus","171-180 kvm","2020",196
"Knivsta","småhus","171-180 kvm","2021",198
"Knivsta","småhus","171-180 kvm","2022",206
"Knivsta","småhus","171-180 kvm","2023",208
"Knivsta","småhus","171-180 kvm","2024",212
"Knivsta","småhus","181-190 kvm","2013",133
"Knivsta","småhus","181-190 kvm","2014",138
"Knivsta","småhus","181-190 kvm","2015",142
"Knivsta","småhus","181-190 kvm","2016",146
"Knivsta","småhus","181-190 kvm","2017",149
"Knivsta","småhus","181-190 kvm","2018",150
"Knivsta","småhus","181-190 kvm","2019",150
"Knivsta","småhus","181-190 kvm","2020",152
"Knivsta","småhus","181-190 kvm","2021",156
"Knivsta","småhus","181-190 kvm","2022",158
"Knivsta","småhus","181-190 kvm","2023",160
"Knivsta","småhus","181-190 kvm","2024",158
"Knivsta","småhus","191-200 kvm","2013",80
"Knivsta","småhus","191-200 kvm","2014",80
"Knivsta","småhus","191-200 kvm","2015",86
"Knivsta","småhus","191-200 kvm","2016",89
"Knivsta","småhus","191-200 kvm","2017",93
"Knivsta","småhus","191-200 kvm","2018",94
"Knivsta","småhus","191-200 kvm","2019",95
"Knivsta","småhus","191-200 kvm","2020",97
"Knivsta","småhus","191-200 kvm","2021",98
"Knivsta","småhus","191-200 kvm","2022",106
"Knivsta","småhus","191-200 kvm","2023",106
"Knivsta","småhus","191-200 kvm","2024",108
"Knivsta","småhus","> 200 kvm","2013",197
"Knivsta","småhus","> 200 kvm","2014",204
"Knivsta","småhus","> 200 kvm","2015",204
"Knivsta","småhus","> 200 kvm","2016",211
"Knivsta","småhus","> 200 kvm","2017",222
"Knivsta","småhus","> 200 kvm","2018",228
"Knivsta","småhus","> 200 kvm","2019",229
"Knivsta","småhus","> 200 kvm","2020",231
"Knivsta","småhus","> 200 kvm","2021",238
"Knivsta","småhus","> 200 kvm","2022",245
"Knivsta","småhus","> 200 kvm","2023",243
"Knivsta","småhus","> 200 kvm","2024",246
"Knivsta","småhus","uppgift saknas","2013",0
"Knivsta","småhus","uppgift saknas","2014",0
"Knivsta","småhus","uppgift saknas","2015",0
"Knivsta","småhus","uppgift saknas","2016",67
"Knivsta","småhus","uppgift saknas","2017",63
"Knivsta","småhus","uppgift saknas","2018",63
"Knivsta","småhus","uppgift saknas","2019",64
"Knivsta","småhus","uppgift saknas","2020",71
"Knivsta","småhus","uppgift saknas","2021",76
"Knivsta","småhus","uppgift saknas","2022",80
"Knivsta","småhus","uppgift saknas","2023",77
"Knivsta","småhus","uppgift saknas","2024",80
"Knivsta","flerbostadshus","< 31 kvm","2013",39
"Knivsta","flerbostadshus","< 31 kvm","2014",40
"Knivsta","flerbostadshus","< 31 kvm","2015",40
"Knivsta","flerbostadshus","< 31 kvm","2016",48
"Knivsta","flerbostadshus","< 31 kvm","2017",48
"Knivsta","flerbostadshus","< 31 kvm","2018",197
"Knivsta","flerbostadshus","< 31 kvm","2019",205
"Knivsta","flerbostadshus","< 31 kvm","2020",210
"Knivsta","flerbostadshus","< 31 kvm","2021",248
"Knivsta","flerbostadshus","< 31 kvm","2022",298
"Knivsta","flerbostadshus","< 31 kvm","2023",327
"Knivsta","flerbostadshus","< 31 kvm","2024",415
"Knivsta","flerbostadshus","31-40 kvm","2013",68
"Knivsta","flerbostadshus","31-40 kvm","2014",221
"Knivsta","flerbostadshus","31-40 kvm","2015",221
"Knivsta","flerbostadshus","31-40 kvm","2016",221
"Knivsta","flerbostadshus","31-40 kvm","2017",221
"Knivsta","flerbostadshus","31-40 kvm","2018",265
"Knivsta","flerbostadshus","31-40 kvm","2019",275
"Knivsta","flerbostadshus","31-40 kvm","2020",306
"Knivsta","flerbostadshus","31-40 kvm","2021",394
"Knivsta","flerbostadshus","31-40 kvm","2022",447
"Knivsta","flerbostadshus","31-40 kvm","2023",475
"Knivsta","flerbostadshus","31-40 kvm","2024",616
"Knivsta","flerbostadshus","41-50 kvm","2013",99
"Knivsta","flerbostadshus","41-50 kvm","2014",132
"Knivsta","flerbostadshus","41-50 kvm","2015",132
"Knivsta","flerbostadshus","41-50 kvm","2016",132
"Knivsta","flerbostadshus","41-50 kvm","2017",132
"Knivsta","flerbostadshus","41-50 kvm","2018",147
"Knivsta","flerbostadshus","41-50 kvm","2019",155
"Knivsta","flerbostadshus","41-50 kvm","2020",256
"Knivsta","flerbostadshus","41-50 kvm","2021",286
"Knivsta","flerbostadshus","41-50 kvm","2022",290
"Knivsta","flerbostadshus","41-50 kvm","2023",335
"Knivsta","flerbostadshus","41-50 kvm","2024",472
"Knivsta","flerbostadshus","51-60 kvm","2013",194
"Knivsta","flerbostadshus","51-60 kvm","2014",244
"Knivsta","flerbostadshus","51-60 kvm","2015",245
"Knivsta","flerbostadshus","51-60 kvm","2016",256
"Knivsta","flerbostadshus","51-60 kvm","2017",276
"Knivsta","flerbostadshus","51-60 kvm","2018",319
"Knivsta","flerbostadshus","51-60 kvm","2019",331
"Knivsta","flerbostadshus","51-60 kvm","2020",344
"Knivsta","flerbostadshus","51-60 kvm","2021",377
"Knivsta","flerbostadshus","51-60 kvm","2022",400
"Knivsta","flerbostadshus","51-60 kvm","2023",427
"Knivsta","flerbostadshus","51-60 kvm","2024",444
"Knivsta","flerbostadshus","61-70 kvm","2013",310
"Knivsta","flerbostadshus","61-70 kvm","2014",333
"Knivsta","flerbostadshus","61-70 kvm","2015",333
"Knivsta","flerbostadshus","61-70 kvm","2016",336
"Knivsta","flerbostadshus","61-70 kvm","2017",356
"Knivsta","flerbostadshus","61-70 kvm","2018",365
"Knivsta","flerbostadshus","61-70 kvm","2019",375
"Knivsta","flerbostadshus","61-70 kvm","2020",444
"Knivsta","flerbostadshus","61-70 kvm","2021",497
"Knivsta","flerbostadshus","61-70 kvm","2022",502
"Knivsta","flerbostadshus","61-70 kvm","2023",535
"Knivsta","flerbostadshus","61-70 kvm","2024",587
"Knivsta","flerbostadshus","71-80 kvm","2013",362
"Knivsta","flerbostadshus","71-80 kvm","2014",407
"Knivsta","flerbostadshus","71-80 kvm","2015",412
"Knivsta","flerbostadshus","71-80 kvm","2016",434
"Knivsta","flerbostadshus","71-80 kvm","2017",437
"Knivsta","flerbostadshus","71-80 kvm","2018",479
"Knivsta","flerbostadshus","71-80 kvm","2019",485
"Knivsta","flerbostadshus","71-80 kvm","2020",498
"Knivsta","flerbostadshus","71-80 kvm","2021",523
"Knivsta","flerbostadshus","71-80 kvm","2022",534
"Knivsta","flerbostadshus","71-80 kvm","2023",563
"Knivsta","flerbostadshus","71-80 kvm","2024",590
"Knivsta","flerbostadshus","81-90 kvm","2013",192
"Knivsta","flerbostadshus","81-90 kvm","2014",213
"Knivsta","flerbostadshus","81-90 kvm","2015",213
"Knivsta","flerbostadshus","81-90 kvm","2016",213
"Knivsta","flerbostadshus","81-90 kvm","2017",213
"Knivsta","flerbostadshus","81-90 kvm","2018",227
"Knivsta","flerbostadshus","81-90 kvm","2019",229
"Knivsta","flerbostadshus","81-90 kvm","2020",233
"Knivsta","flerbostadshus","81-90 kvm","2021",279
"Knivsta","flerbostadshus","81-90 kvm","2022",318
"Knivsta","flerbostadshus","81-90 kvm","2023",337
"Knivsta","flerbostadshus","81-90 kvm","2024",337
"Knivsta","flerbostadshus","91-100 kvm","2013",173
"Knivsta","flerbostadshus","91-100 kvm","2014",184
"Knivsta","flerbostadshus","91-100 kvm","2015",186
"Knivsta","flerbostadshus","91-100 kvm","2016",186
"Knivsta","flerbostadshus","91-100 kvm","2017",186
"Knivsta","flerbostadshus","91-100 kvm","2018",187
"Knivsta","flerbostadshus","91-100 kvm","2019",187
"Knivsta","flerbostadshus","91-100 kvm","2020",187
"Knivsta","flerbostadshus","91-100 kvm","2021",192
"Knivsta","flerbostadshus","91-100 kvm","2022",193
"Knivsta","flerbostadshus","91-100 kvm","2023",194
"Knivsta","flerbostadshus","91-100 kvm","2024",194
"Knivsta","flerbostadshus","101-110 kvm","2013",48
"Knivsta","flerbostadshus","101-110 kvm","2014",50
"Knivsta","flerbostadshus","101-110 kvm","2015",50
"Knivsta","flerbostadshus","101-110 kvm","2016",50
"Knivsta","flerbostadshus","101-110 kvm","2017",50
"Knivsta","flerbostadshus","101-110 kvm","2018",58
"Knivsta","flerbostadshus","101-110 kvm","2019",58
"Knivsta","flerbostadshus","101-110 kvm","2020",58
"Knivsta","flerbostadshus","101-110 kvm","2021",72
"Knivsta","flerbostadshus","101-110 kvm","2022",73
"Knivsta","flerbostadshus","101-110 kvm","2023",73
"Knivsta","flerbostadshus","101-110 kvm","2024",72
"Knivsta","flerbostadshus","111-120 kvm","2013",14
"Knivsta","flerbostadshus","111-120 kvm","2014",14
"Knivsta","flerbostadshus","111-120 kvm","2015",14
"Knivsta","flerbostadshus","111-120 kvm","2016",14
"Knivsta","flerbostadshus","111-120 kvm","2017",14
"Knivsta","flerbostadshus","111-120 kvm","2018",14
"Knivsta","flerbostadshus","111-120 kvm","2019",14
"Knivsta","flerbostadshus","111-120 kvm","2020",14
"Knivsta","flerbostadshus","111-120 kvm","2021",16
"Knivsta","flerbostadshus","111-120 kvm","2022",16
"Knivsta","flerbostadshus","111-120 kvm","2023",16
"Knivsta","flerbostadshus","111-120 kvm","2024",16
"Knivsta","flerbostadshus","121-130 kvm","2013",2
"Knivsta","flerbostadshus","121-130 kvm","2014",2
"Knivsta","flerbostadshus","121-130 kvm","2015",3
"Knivsta","flerbostadshus","121-130 kvm","2016",3
"Knivsta","flerbostadshus","121-130 kvm","2017",3
"Knivsta","flerbostadshus","121-130 kvm","2018",3
"Knivsta","flerbostadshus","121-130 kvm","2019",3
"Knivsta","flerbostadshus","121-130 kvm","2020",3
"Knivsta","flerbostadshus","121-130 kvm","2021",8
"Knivsta","flerbostadshus","121-130 kvm","2022",8
"Knivsta","flerbostadshus","121-130 kvm","2023",8
"Knivsta","flerbostadshus","121-130 kvm","2024",8
"Knivsta","flerbostadshus","131-140 kvm","2013",2
"Knivsta","flerbostadshus","131-140 kvm","2014",2
"Knivsta","flerbostadshus","131-140 kvm","2015",2
"Knivsta","flerbostadshus","131-140 kvm","2016",2
"Knivsta","flerbostadshus","131-140 kvm","2017",2
"Knivsta","flerbostadshus","131-140 kvm","2018",2
"Knivsta","flerbostadshus","131-140 kvm","2019",2
"Knivsta","flerbostadshus","131-140 kvm","2020",2
"Knivsta","flerbostadshus","131-140 kvm","2021",3
"Knivsta","flerbostadshus","131-140 kvm","2022",3
"Knivsta","flerbostadshus","131-140 kvm","2023",3
"Knivsta","flerbostadshus","131-140 kvm","2024",3
"Knivsta","flerbostadshus","141-150 kvm","2013",0
"Knivsta","flerbostadshus","141-150 kvm","2014",0
"Knivsta","flerbostadshus","141-150 kvm","2015",0
"Knivsta","flerbostadshus","141-150 kvm","2016",0
"Knivsta","flerbostadshus","141-150 kvm","2017",0
"Knivsta","flerbostadshus","141-150 kvm","2018",0
"Knivsta","flerbostadshus","141-150 kvm","2019",0
"Knivsta","flerbostadshus","141-150 kvm","2020",0
"Knivsta","flerbostadshus","141-150 kvm","2021",0
"Knivsta","flerbostadshus","141-150 kvm","2022",0
"Knivsta","flerbostadshus","141-150 kvm","2023",0
"Knivsta","flerbostadshus","141-150 kvm","2024",0
"Knivsta","flerbostadshus","151-160 kvm","2013",0
"Knivsta","flerbostadshus","151-160 kvm","2014",0
"Knivsta","flerbostadshus","151-160 kvm","2015",0
"Knivsta","flerbostadshus","151-160 kvm","2016",0
"Knivsta","flerbostadshus","151-160 kvm","2017",0
"Knivsta","flerbostadshus","151-160 kvm","2018",0
"Knivsta","flerbostadshus","151-160 kvm","2019",0
"Knivsta","flerbostadshus","151-160 kvm","2020",0
"Knivsta","flerbostadshus","151-160 kvm","2021",2
"Knivsta","flerbostadshus","151-160 kvm","2022",2
"Knivsta","flerbostadshus","151-160 kvm","2023",2
"Knivsta","flerbostadshus","151-160 kvm","2024",2
"Knivsta","flerbostadshus","161-170 kvm","2013",0
"Knivsta","flerbostadshus","161-170 kvm","2014",0
"Knivsta","flerbostadshus","161-170 kvm","2015",0
"Knivsta","flerbostadshus","161-170 kvm","2016",0
"Knivsta","flerbostadshus","161-170 kvm","2017",0
"Knivsta","flerbostadshus","161-170 kvm","2018",0
"Knivsta","flerbostadshus","161-170 kvm","2019",0
"Knivsta","flerbostadshus","161-170 kvm","2020",0
"Knivsta","flerbostadshus","161-170 kvm","2021",0
"Knivsta","flerbostadshus","161-170 kvm","2022",0
"Knivsta","flerbostadshus","161-170 kvm","2023",0
"Knivsta","flerbostadshus","161-170 kvm","2024",0
"Knivsta","flerbostadshus","171-180 kvm","2013",0
"Knivsta","flerbostadshus","171-180 kvm","2014",0
"Knivsta","flerbostadshus","171-180 kvm","2015",0
"Knivsta","flerbostadshus","171-180 kvm","2016",0
"Knivsta","flerbostadshus","171-180 kvm","2017",0
"Knivsta","flerbostadshus","171-180 kvm","2018",0
"Knivsta","flerbostadshus","171-180 kvm","2019",0
"Knivsta","flerbostadshus","171-180 kvm","2020",0
"Knivsta","flerbostadshus","171-180 kvm","2021",3
"Knivsta","flerbostadshus","171-180 kvm","2022",3
"Knivsta","flerbostadshus","171-180 kvm","2023",3
"Knivsta","flerbostadshus","171-180 kvm","2024",3
"Knivsta","flerbostadshus","181-190 kvm","2013",0
"Knivsta","flerbostadshus","181-190 kvm","2014",0
"Knivsta","flerbostadshus","181-190 kvm","2015",0
"Knivsta","flerbostadshus","181-190 kvm","2016",0
"Knivsta","flerbostadshus","181-190 kvm","2017",0
"Knivsta","flerbostadshus","181-190 kvm","2018",0
"Knivsta","flerbostadshus","181-190 kvm","2019",0
"Knivsta","flerbostadshus","181-190 kvm","2020",0
"Knivsta","flerbostadshus","181-190 kvm","2021",0
"Knivsta","flerbostadshus","181-190 kvm","2022",0
"Knivsta","flerbostadshus","181-190 kvm","2023",0
"Knivsta","flerbostadshus","181-190 kvm","2024",0
"Knivsta","flerbostadshus","191-200 kvm","2013",0
"Knivsta","flerbostadshus","191-200 kvm","2014",0
"Knivsta","flerbostadshus","191-200 kvm","2015",0
"Knivsta","flerbostadshus","191-200 kvm","2016",0
"Knivsta","flerbostadshus","191-200 kvm","2017",0
"Knivsta","flerbostadshus","191-200 kvm","2018",0
"Knivsta","flerbostadshus","191-200 kvm","2019",0
"Knivsta","flerbostadshus","191-200 kvm","2020",0
"Knivsta","flerbostadshus","191-200 kvm","2021",2
"Knivsta","flerbostadshus","191-200 kvm","2022",2
"Knivsta","flerbostadshus","191-200 kvm","2023",2
"Knivsta","flerbostadshus","191-200 kvm","2024",2
"Knivsta","flerbostadshus","> 200 kvm","2013",1
"Knivsta","flerbostadshus","> 200 kvm","2014",1
"Knivsta","flerbostadshus","> 200 kvm","2015",1
"Knivsta","flerbostadshus","> 200 kvm","2016",1
"Knivsta","flerbostadshus","> 200 kvm","2017",1
"Knivsta","flerbostadshus","> 200 kvm","2018",1
"Knivsta","flerbostadshus","> 200 kvm","2019",1
"Knivsta","flerbostadshus","> 200 kvm","2020",1
"Knivsta","flerbostadshus","> 200 kvm","2021",1
"Knivsta","flerbostadshus","> 200 kvm","2022",1
"Knivsta","flerbostadshus","> 200 kvm","2023",1
"Knivsta","flerbostadshus","> 200 kvm","2024",1
"Knivsta","flerbostadshus","uppgift saknas","2013",0
"Knivsta","flerbostadshus","uppgift saknas","2014",0
