"region","hustyp","lägenhetstyp","år","Antal"
"Uppsala","övriga hus","4 rum och kök","2017",204
"Uppsala","övriga hus","4 rum och kök","2018",208
"Uppsala","övriga hus","4 rum och kök","2019",202
"Uppsala","övriga hus","4 rum och kök","2020",204
"Uppsala","övriga hus","4 rum och kök","2021",206
"Uppsala","övriga hus","4 rum och kök","2022",207
"Uppsala","övriga hus","4 rum och kök","2023",202
"Uppsala","övriga hus","4 rum och kök","2024",196
"Uppsala","övriga hus","5 rum och kök","2013",120
"Uppsala","övriga hus","5 rum och kök","2014",119
"Uppsala","övriga hus","5 rum och kök","2015",119
"Uppsala","övriga hus","5 rum och kök","2016",120
"Uppsala","övriga hus","5 rum och kök","2017",119
"Uppsala","övriga hus","5 rum och kök","2018",119
"Uppsala","övriga hus","5 rum och kök","2019",99
"Uppsala","övriga hus","5 rum och kök","2020",104
"Uppsala","övriga hus","5 rum och kök","2021",104
"Uppsala","övriga hus","5 rum och kök","2022",106
"Uppsala","övriga hus","5 rum och kök","2023",105
"Uppsala","övriga hus","5 rum och kök","2024",96
"Uppsala","övriga hus","6 eller flera rum och kök","2013",57
"Uppsala","övriga hus","6 eller flera rum och kök","2014",57
"Uppsala","övriga hus","6 eller flera rum och kök","2015",57
"Uppsala","övriga hus","6 eller flera rum och kök","2016",57
"Uppsala","övriga hus","6 eller flera rum och kök","2017",57
"Uppsala","övriga hus","6 eller flera rum och kök","2018",57
"Uppsala","övriga hus","6 eller flera rum och kök","2019",50
"Uppsala","övriga hus","6 eller flera rum och kök","2020",55
"Uppsala","övriga hus","6 eller flera rum och kök","2021",55
"Uppsala","övriga hus","6 eller flera rum och kök","2022",59
"Uppsala","övriga hus","6 eller flera rum och kök","2023",63
"Uppsala","övriga hus","6 eller flera rum och kök","2024",60
"Uppsala","övriga hus","uppgift saknas","2013",212
"Uppsala","övriga hus","uppgift saknas","2014",210
"Uppsala","övriga hus","uppgift saknas","2015",210
"Uppsala","övriga hus","uppgift saknas","2016",211
"Uppsala","övriga hus","uppgift saknas","2017",212
"Uppsala","övriga hus","uppgift saknas","2018",221
"Uppsala","övriga hus","uppgift saknas","2019",218
"Uppsala","övriga hus","uppgift saknas","2020",218
"Uppsala","övriga hus","uppgift saknas","2021",217
"Uppsala","övriga hus","uppgift saknas","2022",219
"Uppsala","övriga hus","uppgift saknas","2023",220
"Uppsala","övriga hus","uppgift saknas","2024",224
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2013",6526
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2014",6590
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2015",6569
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2016",6636
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2017",6704
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2018",6454
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2019",6484
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2020",6492
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2021",6254
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2022",6109
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2023",6170
"Uppsala","specialbostäder","lägenheter utan köksutrustning","2024",6629
"Uppsala","specialbostäder","1 rum och kök","2013",927
"Uppsala","specialbostäder","1 rum och kök","2014",1305
"Uppsala","specialbostäder","1 rum och kök","2015",1416
"Uppsala","specialbostäder","1 rum och kök","2016",1501
"Uppsala","specialbostäder","1 rum och kök","2017",1530
"Uppsala","specialbostäder","1 rum och kök","2018",1661
"Uppsala","specialbostäder","1 rum och kök","2019",1659
"Uppsala","specialbostäder","1 rum och kök","2020",1842
"Uppsala","specialbostäder","1 rum och kök","2021",2693
"Uppsala","specialbostäder","1 rum och kök","2022",2866
"Uppsala","specialbostäder","1 rum och kök","2023",2896
"Uppsala","specialbostäder","1 rum och kök","2024",2993
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2013",2204
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2014",2188
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2015",2175
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2016",2306
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2017",2467
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2018",2543
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2019",2785
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2020",2786
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2021",3009
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2022",3016
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2023",3142
"Uppsala","specialbostäder","1 rum och kokvrå/kokskåp","2024",3192
"Uppsala","specialbostäder","2 rum och kök","2013",1711
"Uppsala","specialbostäder","2 rum och kök","2014",1783
"Uppsala","specialbostäder","2 rum och kök","2015",1807
"Uppsala","specialbostäder","2 rum och kök","2016",1759
"Uppsala","specialbostäder","2 rum och kök","2017",1815
"Uppsala","specialbostäder","2 rum och kök","2018",1822
"Uppsala","specialbostäder","2 rum och kök","2019",1815
"Uppsala","specialbostäder","2 rum och kök","2020",1868
"Uppsala","specialbostäder","2 rum och kök","2021",1973
"Uppsala","specialbostäder","2 rum och kök","2022",2149
"Uppsala","specialbostäder","2 rum och kök","2023",2163
"Uppsala","specialbostäder","2 rum och kök","2024",2151
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2013",580
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2014",574
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2015",576
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2016",577
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2017",582
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2018",580
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2019",574
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2020",578
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2021",579
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2022",568
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2023",582
"Uppsala","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2024",610
"Uppsala","specialbostäder","3 rum och kök","2013",1417
"Uppsala","specialbostäder","3 rum och kök","2014",1434
"Uppsala","specialbostäder","3 rum och kök","2015",1444
"Uppsala","specialbostäder","3 rum och kök","2016",1443
"Uppsala","specialbostäder","3 rum och kök","2017",1461
"Uppsala","specialbostäder","3 rum och kök","2018",1462
"Uppsala","specialbostäder","3 rum och kök","2019",1459
"Uppsala","specialbostäder","3 rum och kök","2020",1497
"Uppsala","specialbostäder","3 rum och kök","2021",1497
"Uppsala","specialbostäder","3 rum och kök","2022",1819
"Uppsala","specialbostäder","3 rum och kök","2023",1820
"Uppsala","specialbostäder","3 rum och kök","2024",1813
"Uppsala","specialbostäder","4 rum och kök","2013",199
"Uppsala","specialbostäder","4 rum och kök","2014",199
"Uppsala","specialbostäder","4 rum och kök","2015",199
"Uppsala","specialbostäder","4 rum och kök","2016",199
"Uppsala","specialbostäder","4 rum och kök","2017",201
"Uppsala","specialbostäder","4 rum och kök","2018",201
"Uppsala","specialbostäder","4 rum och kök","2019",202
"Uppsala","specialbostäder","4 rum och kök","2020",203
"Uppsala","specialbostäder","4 rum och kök","2021",203
"Uppsala","specialbostäder","4 rum och kök","2022",220
"Uppsala","specialbostäder","4 rum och kök","2023",221
"Uppsala","specialbostäder","4 rum och kök","2024",218
"Uppsala","specialbostäder","5 rum och kök","2013",3
"Uppsala","specialbostäder","5 rum och kök","2014",3
"Uppsala","specialbostäder","5 rum och kök","2015",3
"Uppsala","specialbostäder","5 rum och kök","2016",3
"Uppsala","specialbostäder","5 rum och kök","2017",3
"Uppsala","specialbostäder","5 rum och kök","2018",3
"Uppsala","specialbostäder","5 rum och kök","2019",3
"Uppsala","specialbostäder","5 rum och kök","2020",3
"Uppsala","specialbostäder","5 rum och kök","2021",3
"Uppsala","specialbostäder","5 rum och kök","2022",3
"Uppsala","specialbostäder","5 rum och kök","2023",3
"Uppsala","specialbostäder","5 rum och kök","2024",0
"Uppsala","specialbostäder","6 eller flera rum och kök","2013",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2014",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2015",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2016",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2017",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2018",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2019",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2020",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2021",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2022",19
"Uppsala","specialbostäder","6 eller flera rum och kök","2023",13
"Uppsala","specialbostäder","6 eller flera rum och kök","2024",1
"Uppsala","specialbostäder","uppgift saknas","2013",27
"Uppsala","specialbostäder","uppgift saknas","2014",27
"Uppsala","specialbostäder","uppgift saknas","2015",27
"Uppsala","specialbostäder","uppgift saknas","2016",27
"Uppsala","specialbostäder","uppgift saknas","2017",27
"Uppsala","specialbostäder","uppgift saknas","2018",27
"Uppsala","specialbostäder","uppgift saknas","2019",27
"Uppsala","specialbostäder","uppgift saknas","2020",33
"Uppsala","specialbostäder","uppgift saknas","2021",33
"Uppsala","specialbostäder","uppgift saknas","2022",33
"Uppsala","specialbostäder","uppgift saknas","2023",33
"Uppsala","specialbostäder","uppgift saknas","2024",36
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2013",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2014",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2015",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2016",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2017",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2018",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2019",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2020",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2021",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2022",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2023",2
"Enköping","flerbostadshus","lägenheter utan köksutrustning","2024",2
"Enköping","flerbostadshus","1 rum och kök","2013",775
"Enköping","flerbostadshus","1 rum och kök","2014",775
"Enköping","flerbostadshus","1 rum och kök","2015",788
"Enköping","flerbostadshus","1 rum och kök","2016",849
"Enköping","flerbostadshus","1 rum och kök","2017",869
"Enköping","flerbostadshus","1 rum och kök","2018",874
"Enköping","flerbostadshus","1 rum och kök","2019",937
"Enköping","flerbostadshus","1 rum och kök","2020",1078
"Enköping","flerbostadshus","1 rum och kök","2021",1166
"Enköping","flerbostadshus","1 rum och kök","2022",1319
"Enköping","flerbostadshus","1 rum och kök","2023",1336
"Enköping","flerbostadshus","1 rum och kök","2024",1394
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2013",262
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2014",262
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2015",262
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2016",262
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2017",262
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2018",262
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2019",263
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2020",260
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2021",260
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2022",289
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2023",289
"Enköping","flerbostadshus","1 rum och kokvrå/kokskåp","2024",289
"Enköping","flerbostadshus","2 rum och kök","2013",2830
"Enköping","flerbostadshus","2 rum och kök","2014",2836
"Enköping","flerbostadshus","2 rum och kök","2015",2948
"Enköping","flerbostadshus","2 rum och kök","2016",2988
"Enköping","flerbostadshus","2 rum och kök","2017",3013
"Enköping","flerbostadshus","2 rum och kök","2018",3121
"Enköping","flerbostadshus","2 rum och kök","2019",3265
"Enköping","flerbostadshus","2 rum och kök","2020",3376
"Enköping","flerbostadshus","2 rum och kök","2021",3466
"Enköping","flerbostadshus","2 rum och kök","2022",3782
"Enköping","flerbostadshus","2 rum och kök","2023",3833
"Enköping","flerbostadshus","2 rum och kök","2024",3967
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2013",196
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2014",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2015",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2016",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2017",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2018",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2019",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2020",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2021",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2022",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2023",195
"Enköping","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2024",196
"Enköping","flerbostadshus","3 rum och kök","2013",2324
"Enköping","flerbostadshus","3 rum och kök","2014",2330
"Enköping","flerbostadshus","3 rum och kök","2015",2422
"Enköping","flerbostadshus","3 rum och kök","2016",2491
"Enköping","flerbostadshus","3 rum och kök","2017",2503
"Enköping","flerbostadshus","3 rum och kök","2018",2650
"Enköping","flerbostadshus","3 rum och kök","2019",2743
"Enköping","flerbostadshus","3 rum och kök","2020",2836
"Enköping","flerbostadshus","3 rum och kök","2021",2865
"Enköping","flerbostadshus","3 rum och kök","2022",3095
"Enköping","flerbostadshus","3 rum och kök","2023",3169
"Enköping","flerbostadshus","3 rum och kök","2024",3224
"Enköping","flerbostadshus","4 rum och kök","2013",879
"Enköping","flerbostadshus","4 rum och kök","2014",879
"Enköping","flerbostadshus","4 rum och kök","2015",876
"Enköping","flerbostadshus","4 rum och kök","2016",889
"Enköping","flerbostadshus","4 rum och kök","2017",890
"Enköping","flerbostadshus","4 rum och kök","2018",895
"Enköping","flerbostadshus","4 rum och kök","2019",924
"Enköping","flerbostadshus","4 rum och kök","2020",941
"Enköping","flerbostadshus","4 rum och kök","2021",973
"Enköping","flerbostadshus","4 rum och kök","2022",1096
"Enköping","flerbostadshus","4 rum och kök","2023",1095
"Enköping","flerbostadshus","4 rum och kök","2024",1106
"Enköping","flerbostadshus","5 rum och kök","2013",155
"Enköping","flerbostadshus","5 rum och kök","2014",155
"Enköping","flerbostadshus","5 rum och kök","2015",154
"Enköping","flerbostadshus","5 rum och kök","2016",151
"Enköping","flerbostadshus","5 rum och kök","2017",151
"Enköping","flerbostadshus","5 rum och kök","2018",153
"Enköping","flerbostadshus","5 rum och kök","2019",154
"Enköping","flerbostadshus","5 rum och kök","2020",152
"Enköping","flerbostadshus","5 rum och kök","2021",152
"Enköping","flerbostadshus","5 rum och kök","2022",160
"Enköping","flerbostadshus","5 rum och kök","2023",159
"Enköping","flerbostadshus","5 rum och kök","2024",170
"Enköping","flerbostadshus","6 eller flera rum och kök","2013",6
"Enköping","flerbostadshus","6 eller flera rum och kök","2014",5
"Enköping","flerbostadshus","6 eller flera rum och kök","2015",5
"Enköping","flerbostadshus","6 eller flera rum och kök","2016",5
"Enköping","flerbostadshus","6 eller flera rum och kök","2017",5
"Enköping","flerbostadshus","6 eller flera rum och kök","2018",5
"Enköping","flerbostadshus","6 eller flera rum och kök","2019",5
"Enköping","flerbostadshus","6 eller flera rum och kök","2020",5
"Enköping","flerbostadshus","6 eller flera rum och kök","2021",5
"Enköping","flerbostadshus","6 eller flera rum och kök","2022",6
"Enköping","flerbostadshus","6 eller flera rum och kök","2023",6
"Enköping","flerbostadshus","6 eller flera rum och kök","2024",6
"Enköping","flerbostadshus","uppgift saknas","2013",8
"Enköping","flerbostadshus","uppgift saknas","2014",8
"Enköping","flerbostadshus","uppgift saknas","2015",8
"Enköping","flerbostadshus","uppgift saknas","2016",9
"Enköping","flerbostadshus","uppgift saknas","2017",10
"Enköping","flerbostadshus","uppgift saknas","2018",10
"Enköping","flerbostadshus","uppgift saknas","2019",10
"Enköping","flerbostadshus","uppgift saknas","2020",10
"Enköping","flerbostadshus","uppgift saknas","2021",10
"Enköping","flerbostadshus","uppgift saknas","2022",10
"Enköping","flerbostadshus","uppgift saknas","2023",10
"Enköping","flerbostadshus","uppgift saknas","2024",12
"Enköping","övriga hus","lägenheter utan köksutrustning","2013",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2014",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2015",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2016",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2017",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2018",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2019",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2020",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2021",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2022",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2023",15
"Enköping","övriga hus","lägenheter utan köksutrustning","2024",15
"Enköping","övriga hus","1 rum och kök","2013",95
"Enköping","övriga hus","1 rum och kök","2014",95
"Enköping","övriga hus","1 rum och kök","2015",91
"Enköping","övriga hus","1 rum och kök","2016",92
"Enköping","övriga hus","1 rum och kök","2017",92
"Enköping","övriga hus","1 rum och kök","2018",85
"Enköping","övriga hus","1 rum och kök","2019",86
"Enköping","övriga hus","1 rum och kök","2020",86
"Enköping","övriga hus","1 rum och kök","2021",57
"Enköping","övriga hus","1 rum och kök","2022",13
"Enköping","övriga hus","1 rum och kök","2023",13
"Enköping","övriga hus","1 rum och kök","2024",13
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2013",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2014",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2015",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2016",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2017",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2018",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2019",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2020",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2021",37
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2022",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2023",8
"Enköping","övriga hus","1 rum och kokvrå/kokskåp","2024",8
"Enköping","övriga hus","2 rum och kök","2013",107
"Enköping","övriga hus","2 rum och kök","2014",107
"Enköping","övriga hus","2 rum och kök","2015",99
"Enköping","övriga hus","2 rum och kök","2016",99
"Enköping","övriga hus","2 rum och kök","2017",99
"Enköping","övriga hus","2 rum och kök","2018",99
"Enköping","övriga hus","2 rum och kök","2019",100
"Enköping","övriga hus","2 rum och kök","2020",100
"Enköping","övriga hus","2 rum och kök","2021",100
"Enköping","övriga hus","2 rum och kök","2022",41
"Enköping","övriga hus","2 rum och kök","2023",41
"Enköping","övriga hus","2 rum och kök","2024",41
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2013",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2014",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2015",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2016",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2017",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2018",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2019",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2020",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2021",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2022",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2023",8
"Enköping","övriga hus","2 eller flera rum och kokvrå/kokskåp","2024",8
"Enköping","övriga hus","3 rum och kök","2013",156
"Enköping","övriga hus","3 rum och kök","2014",156
"Enköping","övriga hus","3 rum och kök","2015",155
"Enköping","övriga hus","3 rum och kök","2016",155
"Enköping","övriga hus","3 rum och kök","2017",154
"Enköping","övriga hus","3 rum och kök","2018",154
"Enköping","övriga hus","3 rum och kök","2019",154
"Enköping","övriga hus","3 rum och kök","2020",154
"Enköping","övriga hus","3 rum och kök","2021",155
"Enköping","övriga hus","3 rum och kök","2022",44
"Enköping","övriga hus","3 rum och kök","2023",44
"Enköping","övriga hus","3 rum och kök","2024",44
"Enköping","övriga hus","4 rum och kök","2013",70
"Enköping","övriga hus","4 rum och kök","2014",70
"Enköping","övriga hus","4 rum och kök","2015",70
"Enköping","övriga hus","4 rum och kök","2016",70
"Enköping","övriga hus","4 rum och kök","2017",70
"Enköping","övriga hus","4 rum och kök","2018",70
"Enköping","övriga hus","4 rum och kök","2019",71
"Enköping","övriga hus","4 rum och kök","2020",71
"Enköping","övriga hus","4 rum och kök","2021",71
"Enköping","övriga hus","4 rum och kök","2022",31
"Enköping","övriga hus","4 rum och kök","2023",29
"Enköping","övriga hus","4 rum och kök","2024",29
"Enköping","övriga hus","5 rum och kök","2013",22
"Enköping","övriga hus","5 rum och kök","2014",22
"Enköping","övriga hus","5 rum och kök","2015",22
"Enköping","övriga hus","5 rum och kök","2016",22
"Enköping","övriga hus","5 rum och kök","2017",22
"Enköping","övriga hus","5 rum och kök","2018",22
"Enköping","övriga hus","5 rum och kök","2019",22
"Enköping","övriga hus","5 rum och kök","2020",22
"Enköping","övriga hus","5 rum och kök","2021",23
"Enköping","övriga hus","5 rum och kök","2022",10
"Enköping","övriga hus","5 rum och kök","2023",10
"Enköping","övriga hus","5 rum och kök","2024",10
"Enköping","övriga hus","6 eller flera rum och kök","2013",9
"Enköping","övriga hus","6 eller flera rum och kök","2014",9
"Enköping","övriga hus","6 eller flera rum och kök","2015",9
"Enköping","övriga hus","6 eller flera rum och kök","2016",8
"Enköping","övriga hus","6 eller flera rum och kök","2017",8
"Enköping","övriga hus","6 eller flera rum och kök","2018",8
"Enköping","övriga hus","6 eller flera rum och kök","2019",8
"Enköping","övriga hus","6 eller flera rum och kök","2020",8
"Enköping","övriga hus","6 eller flera rum och kök","2021",7
"Enköping","övriga hus","6 eller flera rum och kök","2022",7
"Enköping","övriga hus","6 eller flera rum och kök","2023",6
"Enköping","övriga hus","6 eller flera rum och kök","2024",6
"Enköping","övriga hus","uppgift saknas","2013",13
"Enköping","övriga hus","uppgift saknas","2014",15
"Enköping","övriga hus","uppgift saknas","2015",15
"Enköping","övriga hus","uppgift saknas","2016",15
"Enköping","övriga hus","uppgift saknas","2017",15
"Enköping","övriga hus","uppgift saknas","2018",15
"Enköping","övriga hus","uppgift saknas","2019",17
"Enköping","övriga hus","uppgift saknas","2020",17
"Enköping","övriga hus","uppgift saknas","2021",17
"Enköping","övriga hus","uppgift saknas","2022",19
"Enköping","övriga hus","uppgift saknas","2023",19
"Enköping","övriga hus","uppgift saknas","2024",19
"Enköping","specialbostäder","lägenheter utan köksutrustning","2013",117
"Enköping","specialbostäder","lägenheter utan köksutrustning","2014",117
"Enköping","specialbostäder","lägenheter utan köksutrustning","2015",127
"Enköping","specialbostäder","lägenheter utan köksutrustning","2016",127
"Enköping","specialbostäder","lägenheter utan köksutrustning","2017",127
"Enköping","specialbostäder","lägenheter utan köksutrustning","2018",127
"Enköping","specialbostäder","lägenheter utan köksutrustning","2019",115
"Enköping","specialbostäder","lägenheter utan köksutrustning","2020",109
"Enköping","specialbostäder","lägenheter utan köksutrustning","2021",109
"Enköping","specialbostäder","lägenheter utan köksutrustning","2022",109
"Enköping","specialbostäder","lägenheter utan köksutrustning","2023",109
"Enköping","specialbostäder","lägenheter utan köksutrustning","2024",109
"Enköping","specialbostäder","1 rum och kök","2013",89
"Enköping","specialbostäder","1 rum och kök","2014",89
"Enköping","specialbostäder","1 rum och kök","2015",95
"Enköping","specialbostäder","1 rum och kök","2016",234
"Enköping","specialbostäder","1 rum och kök","2017",234
"Enköping","specialbostäder","1 rum och kök","2018",243
"Enköping","specialbostäder","1 rum och kök","2019",243
"Enköping","specialbostäder","1 rum och kök","2020",243
"Enköping","specialbostäder","1 rum och kök","2021",243
"Enköping","specialbostäder","1 rum och kök","2022",254
"Enköping","specialbostäder","1 rum och kök","2023",263
"Enköping","specialbostäder","1 rum och kök","2024",267
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2013",414
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2014",423
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2015",471
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2016",471
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2017",471
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2018",525
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2019",575
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2020",575
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2021",575
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2022",543
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2023",543
"Enköping","specialbostäder","1 rum och kokvrå/kokskåp","2024",543
"Enköping","specialbostäder","2 rum och kök","2013",312
"Enköping","specialbostäder","2 rum och kök","2014",312
"Enköping","specialbostäder","2 rum och kök","2015",316
"Enköping","specialbostäder","2 rum och kök","2016",316
"Enköping","specialbostäder","2 rum och kök","2017",316
"Enköping","specialbostäder","2 rum och kök","2018",319
"Enköping","specialbostäder","2 rum och kök","2019",319
"Enköping","specialbostäder","2 rum och kök","2020",327
"Enköping","specialbostäder","2 rum och kök","2021",327
"Enköping","specialbostäder","2 rum och kök","2022",338
"Enköping","specialbostäder","2 rum och kök","2023",397
"Enköping","specialbostäder","2 rum och kök","2024",403
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2013",110
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2014",110
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2015",110
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2016",110
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2017",110
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2018",110
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2019",114
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2020",114
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2021",114
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2022",114
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2023",114
"Enköping","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2024",114
"Enköping","specialbostäder","3 rum och kök","2013",43
"Enköping","specialbostäder","3 rum och kök","2014",43
"Enköping","specialbostäder","3 rum och kök","2015",44
"Enköping","specialbostäder","3 rum och kök","2016",44
"Enköping","specialbostäder","3 rum och kök","2017",44
"Enköping","specialbostäder","3 rum och kök","2018",45
